mc_step,rho_C,rho_CD
4516,0.208,0.3324
4517,0.1972,0.312
4518,0.202,0.3184
4519,0.2004,0.3208
4520,0.1984,0.3164
4521,0.2092,0.3156
4522,0.202,0.3144
4523,0.1876,0.296
4524,0.216,0.344
4525,0.1888,0.3104
4526,0.2072,0.3304
4527,0.1796,0.2944
4528,0.2156,0.346
4529,0.188,0.3124
4530,0.196,0.322
4531,0.1908,0.306
4532,0.2036,0.3352
4533,0.2,0.3164
4534,0.204,0.324
4535,0.184,0.2944
4536,0.2136,0.3252
4537,0.1932,0.3024
4538,0.2008,0.3152
4539,0.204,0.3232
4540,0.1916,0.3108
4541,0.1976,0.3216
4542,0.2056,0.3292
4543,0.1824,0.2956
4544,0.2132,0.332
4545,0.1796,0.3024
4546,0.218,0.3572
4547,0.1752,0.2968
4548,0.2072,0.3316
4549,0.1876,0.31
4550,0.2044,0.3356
4551,0.1904,0.314
4552,0.1976,0.3172
4553,0.1928,0.3036
4554,0.2144,0.3348
4555,0.188,0.3024
4556,0.2128,0.3368
4557,0.1924,0.3044
4558,0.2016,0.3212
4559,0.1932,0.3144
4560,0.1992,0.3228
4561,0.1988,0.326
4562,0.1896,0.3164
4563,0.196,0.3092
4564,0.202,0.328
4565,0.192,0.316
4566,0.2092,0.3388
4567,0.1756,0.2928
4568,0.2184,0.3472
4569,0.1776,0.2924
4570,0.2124,0.326
4571,0.19,0.3096
4572,0.2132,0.3332
4573,0.1772,0.3004
4574,0.218,0.342
4575,0.1856,0.3004
4576,0.2204,0.344
4577,0.1808,0.2996
4578,0.2196,0.3404
4579,0.1784,0.2884
4580,0.2304,0.3584
4581,0.1784,0.2964
4582,0.2252,0.3556
4583,0.1892,0.3044
4584,0.2096,0.3268
4585,0.1832,0.2924
4586,0.2068,0.3236
4587,0.1888,0.3132
4588,0.2072,0.326
4589,0.1872,0.3076
4590,0.2112,0.3344
4591,0.1736,0.2968
4592,0.2124,0.3416
4593,0.1904,0.3148
4594,0.2072,0.3268
4595,0.1804,0.2992
4596,0.2136,0.3284
4597,0.1912,0.304
4598,0.2208,0.3396
4599,0.1968,0.3068
4600,0.1984,0.3208
4601,0.1896,0.3
4602,0.2008,0.3092
4603,0.1836,0.2872
4604,0.1936,0.3068
4605,0.2072,0.3252
4606,0.1892,0.31
4607,0.2156,0.3348
4608,0.2004,0.3252
4609,0.2,0.3136
4610,0.192,0.312
4611,0.1904,0.3084
4612,0.2072,0.3272
4613,0.204,0.3248
4614,0.1796,0.2896
4615,0.2128,0.3312
4616,0.1876,0.3
4617,0.2128,0.3384
4618,0.1896,0.3064
4619,0.2144,0.3388
4620,0.184,0.3144
4621,0.2116,0.3376
4622,0.1916,0.312
4623,0.2084,0.3344
4624,0.182,0.3012
4625,0.216,0.3444
4626,0.1812,0.296
4627,0.2196,0.3452
4628,0.1836,0.3016
4629,0.2052,0.3284
4630,0.1872,0.308
4631,0.1984,0.3132
4632,0.2072,0.3256
4633,0.1924,0.3204
4634,0.2008,0.3252
4635,0.1908,0.3104
4636,0.1988,0.3212
4637,0.2088,0.3312
4638,0.1988,0.3252
4639,0.2152,0.3412
4640,0.1828,0.3032
4641,0.2228,0.3508
4642,0.1708,0.2896
4643,0.2272,0.3408
4644,0.1884,0.2976
4645,0.2068,0.3236
4646,0.1944,0.3096
4647,0.1948,0.3188
4648,0.208,0.322
4649,0.1848,0.296
4650,0.202,0.312
4651,0.1904,0.3016
4652,0.198,0.3196
4653,0.1964,0.3116
4654,0.2,0.3136
4655,0.1904,0.3072
4656,0.2084,0.3292
4657,0.1868,0.3028
4658,0.2052,0.32
4659,0.2036,0.3092
4660,0.2056,0.32
4661,0.2,0.3192
4662,0.1864,0.314
4663,0.206,0.3304
4664,0.1776,0.2888
4665,0.214,0.3412
4666,0.1816,0.2952
4667,0.212,0.3316
4668,0.1948,0.316
4669,0.1972,0.3228
4670,0.2076,0.3336
4671,0.1884,0.3088
4672,0.2068,0.3296
4673,0.1844,0.3044
4674,0.2156,0.3448
4675,0.1716,0.2848
4676,0.1992,0.3168
4677,0.188,0.3132
4678,0.2128,0.3404
4679,0.1784,0.2944
4680,0.218,0.3324
4681,0.1876,0.2964
4682,0.2196,0.3292
4683,0.182,0.2944
4684,0.2124,0.3276
4685,0.1892,0.2972
4686,0.2072,0.3204
4687,0.1844,0.3008
4688,0.2128,0.33
4689,0.1852,0.2988
4690,0.204,0.3236
4691,0.1904,0.3012
4692,0.202,0.3228
4693,0.1948,0.3152
4694,0.1952,0.3144
4695,0.1908,0.3092
4696,0.2036,0.3196
4697,0.1872,0.3024
4698,0.2012,0.3264
4699,0.1992,0.3144
4700,0.2012,0.3248
4701,0.1948,0.3136
4702,0.204,0.3324
4703,0.1924,0.3128
4704,0.2028,0.3268
4705,0.2028,0.3236
4706,0.1988,0.3124
4707,0.194,0.3148
4708,0.196,0.3228
4709,0.2064,0.3312
4710,0.1996,0.3292
4711,0.198,0.33
4712,0.1912,0.3136
4713,0.1944,0.3188
4714,0.202,0.3328
4715,0.2104,0.3348
4716,0.1968,0.3216
4717,0.2012,0.3228
4718,0.2008,0.324
4719,0.1892,0.304
4720,0.2012,0.3364
4721,0.1828,0.2968
4722,0.2092,0.3184
4723,0.1936,0.3136
4724,0.1916,0.3092
4725,0.1984,0.3172
4726,0.192,0.3072
4727,0.198,0.316
4728,0.1992,0.3188
4729,0.1968,0.3112
4730,0.202,0.322
4731,0.1912,0.308
4732,0.1984,0.326
4733,0.1932,0.3192
4734,0.218,0.336
4735,0.1832,0.2996
4736,0.1972,0.3108
4737,0.1952,0.3132
4738,0.2004,0.3236
4739,0.1916,0.3128
4740,0.1928,0.3128
4741,0.1964,0.3228
4742,0.21,0.3288
4743,0.1896,0.3052
4744,0.21,0.3364
4745,0.1884,0.3108
4746,0.2012,0.3308
4747,0.1768,0.2972
4748,0.2168,0.3368
4749,0.1908,0.3076
4750,0.1964,0.3192
4751,0.2044,0.3272
4752,0.178,0.2848
4753,0.2172,0.3392
4754,0.184,0.2996
4755,0.1996,0.3152
4756,0.1924,0.3036
4757,0.212,0.3268
4758,0.1972,0.3144
4759,0.196,0.314
4760,0.1984,0.3168
4761,0.1912,0.3132
4762,0.1908,0.3148
4763,0.1968,0.3156
4764,0.2024,0.3288
4765,0.1996,0.3228
4766,0.2056,0.3168
4767,0.1888,0.3076
4768,0.2148,0.3324
4769,0.1892,0.3104
4770,0.208,0.3264
4771,0.208,0.33
4772,0.2096,0.3284
4773,0.1928,0.316
4774,0.196,0.3204
4775,0.1944,0.32
4776,0.1956,0.3188
4777,0.2128,0.3368
4778,0.1836,0.3112
4779,0.2008,0.3236
4780,0.196,0.3128
4781,0.204,0.3268
4782,0.2028,0.3308
4783,0.2028,0.3284
4784,0.1936,0.3056
4785,0.204,0.3264
4786,0.18,0.2996
4787,0.2136,0.3408
4788,0.1808,0.298
4789,0.2176,0.332
4790,0.1752,0.2888
4791,0.2148,0.3476
4792,0.1864,0.3072
4793,0.2,0.3192
4794,0.1848,0.2924
4795,0.2072,0.3248
4796,0.1936,0.31
4797,0.1928,0.3132
4798,0.2048,0.3316
4799,0.1956,0.3148
4800,0.1916,0.3112
4801,0.2232,0.3428
4802,0.1812,0.2968
4803,0.21,0.326
4804,0.1752,0.2848
4805,0.224,0.3404
4806,0.1864,0.3
4807,0.2116,0.3376
4808,0.1808,0.3004
4809,0.2192,0.3444
4810,0.1852,0.3
4811,0.2036,0.326
4812,0.198,0.3264
4813,0.206,0.3288
4814,0.1916,0.304
4815,0.2048,0.3188
4816,0.1824,0.298
4817,0.2016,0.3304
4818,0.2012,0.3184
4819,0.1932,0.3184
4820,0.2016,0.3296
4821,0.204,0.3312
4822,0.1956,0.3148
4823,0.2032,0.3276
4824,0.1952,0.3132
4825,0.1916,0.3088
4826,0.2192,0.3552
4827,0.1952,0.3108
4828,0.2052,0.3168
4829,0.1988,0.308
4830,0.2092,0.3168
4831,0.1904,0.3076
4832,0.2068,0.3256
4833,0.1884,0.3004
4834,0.2152,0.3348
4835,0.1856,0.3048
4836,0.212,0.3312
4837,0.1828,0.2988
4838,0.2008,0.3252
4839,0.1868,0.306
4840,0.2016,0.3144
4841,0.1912,0.3032
4842,0.1952,0.3196
4843,0.206,0.3332
4844,0.178,0.2976
4845,0.2076,0.3412
4846,0.1824,0.306
4847,0.2044,0.3336
4848,0.1932,0.3264
4849,0.192,0.3188
4850,0.212,0.3428
4851,0.2,0.3184
4852,0.1984,0.3156
4853,0.1944,0.3088
4854,0.1996,0.3112
4855,0.1932,0.3096
4856,0.1908,0.3052
4857,0.2004,0.328
4858,0.1976,0.314
4859,0.1868,0.3132
4860,0.1876,0.308
4861,0.2016,0.3296
4862,0.2008,0.3176
4863,0.1936,0.3052
4864,0.204,0.3188
4865,0.2008,0.3136
4866,0.2048,0.3128
4867,0.1844,0.3008
4868,0.2132,0.336
4869,0.1944,0.3168
4870,0.2076,0.3268
4871,0.182,0.2912
4872,0.2188,0.3456
4873,0.1768,0.2936
4874,0.2196,0.348
4875,0.1884,0.3092
4876,0.2096,0.3244
4877,0.184,0.2956
4878,0.2144,0.3404
4879,0.1916,0.3084
4880,0.214,0.332
4881,0.1832,0.2928
4882,0.2296,0.352
4883,0.182,0.2976
4884,0.2192,0.3428
4885,0.192,0.314
4886,0.2052,0.322
4887,0.2008,0.3224
4888,0.196,0.3268
4889,0.2012,0.3272
4890,0.1972,0.3116
4891,0.1972,0.324
4892,0.2124,0.3284
4893,0.1776,0.2964
4894,0.2124,0.3468
4895,0.2008,0.3096
4896,0.204,0.3168
4897,0.198,0.3176
4898,0.1904,0.3048
4899,0.2112,0.338
4900,0.1936,0.3172
4901,0.202,0.3232
4902,0.1948,0.3128
4903,0.2036,0.3248
4904,0.1952,0.318
4905,0.2064,0.3216
4906,0.186,0.2988
4907,0.204,0.3264
4908,0.202,0.3156
4909,0.1876,0.306
4910,0.2208,0.3476
4911,0.1788,0.2964
4912,0.2028,0.3248
4913,0.196,0.3064
4914,0.1984,0.3116
4915,0.192,0.3068
4916,0.202,0.3228
4917,0.1868,0.3
4918,0.2072,0.334
4919,0.2044,0.3292
4920,0.1996,0.3192
4921,0.1936,0.314
4922,0.1992,0.3328
4923,0.1924,0.318
4924,0.1964,0.3184
4925,0.1944,0.3196
4926,0.194,0.316
4927,0.2024,0.3196
4928,0.1884,0.3024
4929,0.2136,0.3372
4930,0.1948,0.3268
4931,0.2056,0.3408
4932,0.198,0.3072
4933,0.1968,0.3176
4934,0.2048,0.3232
4935,0.198,0.3084
4936,0.2044,0.3292
4937,0.2,0.3188
4938,0.186,0.3024
4939,0.2084,0.3336
4940,0.1756,0.2912
4941,0.2184,0.3436
4942,0.1812,0.302
4943,0.2112,0.3324
4944,0.1924,0.3116
4945,0.198,0.3188
4946,0.1892,0.3124
4947,0.202,0.3276
4948,0.192,0.3096
4949,0.2024,0.326
4950,0.198,0.3168
4951,0.2048,0.33
4952,0.1888,0.3132
4953,0.2036,0.3328
4954,0.2072,0.3428
4955,0.1916,0.3068
4956,0.1984,0.3196
4957,0.2064,0.3228
4958,0.1892,0.3096
4959,0.192,0.3096
4960,0.2136,0.3332
4961,0.1716,0.2904
4962,0.2044,0.3216
4963,0.1928,0.3084
4964,0.2056,0.326
4965,0.198,0.3216
4966,0.198,0.3224
4967,0.19,0.3104
4968,0.196,0.3288
4969,0.1972,0.3252
4970,0.1956,0.3312
4971,0.1872,0.3104
4972,0.184,0.31
4973,0.202,0.3212
4974,0.2084,0.324
4975,0.1844,0.3016
4976,0.2104,0.3364
4977,0.1776,0.2844
4978,0.2104,0.3252
4979,0.1776,0.2892
4980,0.2044,0.328
4981,0.1932,0.314
4982,0.2176,0.3428
4983,0.192,0.3136
4984,0.2012,0.326
4985,0.208,0.3308
4986,0.1964,0.312
4987,0.1952,0.3024
4988,0.2004,0.3124
4989,0.2036,0.3288
4990,0.1924,0.304
4991,0.1976,0.3064
4992,0.1884,0.3052
4993,0.2088,0.328
4994,0.1936,0.3156
4995,0.2004,0.3184
4996,0.198,0.3088
4997,0.2016,0.3208
4998,0.1996,0.3224
4999,0.2,0.3188
5000,0.1884,0.302
